case_id,questionnaire,interview_mode,started_at,consent,exclusion,age,citizenship,ethnicity_count,eth_white,eth_black,eth_latinx,eth_asian,eth_indigenous_native,eth_pacific,eth_unspecified,gender_count,gender_female,gender_male,gender_cis,gender_dyadic,gender_inter,gender_nonbinary,gender_questioning,gender_trans,gender_na,gender_other,gender_other_text,partnered,has_children,position_count,pos_professor,pos_junior_prof,pos_priv_docent,pos_group_leader,pos_postdoc,pos_akad_council,pos_other,pos_other_text,tenure,field_count,field_biology,field_chemistry,field_engineering,field_aerospace,field_biomedicine,field_comp_eng,field_chem_eng,field_civil_eng,field_electrical,field_env_eng,field_nuclear,field_materials,field_math,field_physics,field_cs,field_other,field_other_text,rank_category,study_field_count,study_biology,study_chemistry,study_aerospace,study_biomedicine,study_comp_eng,study_chem_eng,study_civil_eng,study_electrical,study_env_eng,study_nuclear,study_materials,study_math,study_physics,study_cs,study_other,study_other_text,degree_location,degree_abroad_text,teach_hours_bachelor,teach_hours_master,teach_hours_contact,mentees_bachelor,mentees_master,mentees_phd,mentees_postdoc,mentees_staff,mentees_junior_prof,mentoring_hours,advising_services,who5_positive_mood,who5_relaxed,who5_energetic,who5_restful_sleep,who5_interest_life,ghq12_sleep_worries,ghq12_pressure,ghq12_concentration,ghq12_useful,ghq12_deal_problems,ghq12_decision_difficulty,ghq12_overwhelmed,ghq12_contentment,ghq12_daily_duties,ghq12_depressed,ghq12_low_confidence,ghq12_worthless,phq4_low_interest,phq4_feeling_down,phq4_nervous,phq4_worry_control,gad7_excess_worry,gad7_relax_difficulty,gad7_restlessness,gad7_irritability,gad7_fear_bad_happen,soz_support_understood,soz_support_trusted,soz_support_borrow,soz_support_activities,soz_support_illness,soz_support_distress,brs_recover_quickly,brs_handle_stress,brs_recover_fast,brs_back_to_normal,brs_get_through,brs_take_long_to_recover,cerq_akz_1,cerq_ref_2,cerq_lern_3,cerq_selfblame_4,cerq_akz_5,cerq_rum_6,cerq_ablenk_7,cerq_stark_8,cerq_gruebeln_9,cerq_blame_10,cerq_posi_11,cerq_loesung_12,cerq_vergl_13,cerq_selfcause_14,cerq_plan_15,cerq_relat_16,cerq_katast_17,cerq_othercause_18,mhlq_sport,mhlq_depr_symp,mhlq_schizo_wahn,mhlq_help_fam,mhlq_help_psy,mhlq_no_behav,mhlq_sleep,mhlq_self_help_psy,mhlq_anx_panik,mhlq_income,mhlq_nonjdm,mhlq_alc,mhlq_no_affect,mhlq_early,mhlq_adults_only,mhlq_brain,mhlq_psych_help,mhlq_friend_help,mhlq_nutri,mhlq_interest,mhlq_helpless,mhlq_duration,mhlq_depr_real,mhlq_drugs,mhlq_thoughts,mhlq_fun,mhlq_schizo_hall,mhlq_stress,mhlq_self_psych,mhls1_socphob,mhls1_gad,mhls1_depr,mhls1_pers,mhls1_dysth,mhls1_agora,mhls1_bipol,mhls1_subs,mhls1_fem_more,mhls1_male_anx,mhls2_sleep,mhls2_avoid,mhls3_kvt,mhls3_break_danger,mhls3_break_support,mhls4_info,mhls4_digital,mhls4_apt,mhls4_sources,mhls4_control,mhls4_weakness,mhls4_not_med,mhls4_danger,mhls4_avoidance,mhls4_disclose,mhls5_neighbor,mhls5_evening,mhls5_friend,mhls5_job,mhls5_family,mhls5_vote,mhls5_hire,resources,mhsas_useful,mhsas_important,mhsas_healthy,mhsas_effective,mhsas_good,mhsas_healing,mhsas_empowering,mhsas_satisfying,mhsas_desirable,abtkl_freundlich,abtkl_rassistisch,abtkl_vielfalt,abtkl_respekt,abtkl_kollegial,abtkl_sexismus,abtkl_kollab,abtkl_kooperativ,abtkl_homophob,abtkl_support,abtkl_forsch_geschaetzt,abtkl_anpassdruck,abtkl_festanstellung_druck,abtkl_leistung_fragen,abtkl_prob_ansprechen,abtkl_gender_view,abtkl_ethnie_view,abtkl_erwartungen,abtkl_beobachtet,abtkl_harter_weg,abtkl_regeln,abtkl_dazugehoeren,abtkl_lehrplan,abtkl_gehalt,abtkl_reisekosten,abtkl_geraete,abtkl_promiwahl,abtkl_fakwahl,abtkl_festanstellung,abtkl_leitung,abtkl_klima,mentorship,mentor_m,mentor_w,mentor_div,mentor_rolle,mentor_rolle_gl,mentor_rolle_af,mentor_rolle_ai,mentor_rolle_au,mentor_net_n,mentor_net_gl,mentor_net_af,mentor_net_ai,mentor_net_au,mentor_aufstieg_n,mentor_aufstieg_gl,mentor_aufstieg_af,mentor_aufstieg_ai,mentor_aufstieg_au,mentor_pub_n,mentor_pub_gl,mentor_pub_af,mentor_pub_ai,mentor_pub_au,mentor_politik_n,mentor_politik_gl,mentor_politik_af,mentor_politik_ai,mentor_politik_au,mentor_res_n,mentor_res_gl,mentor_res_af,mentor_res_ai,mentor_res_au,mentor_einsatz_n,mentor_einsatz_gl,mentor_einsatz_af,mentor_einsatz_ai,mentor_einsatz_au,mentor_fam_n,mentor_fam_gl,mentor_fam_af,mentor_fam_ai,mentor_fam_au,mentor_and_n,mentor_and_gl,mentor_and_af,mentor_and_ai,mentor_and_au,sample,pos_category
3169,DE-01,interview,45644.464872685188,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,de,Other
3170,DE-01,interview,45644.465046296296,3,1,49,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,1,1,2,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,NA,6,12,2,0,0,7,0,7,0,2,3,2,5,2,5,2,3,3,3,2,3,2,3,3,3,3,2,1,1,2,2,3,2,2,1,2,2,1,4,4,4,1,2,4,2,4,2,4,1,2,1,3,4,2,3,1,1,2,1,2,3,3,2,3,3,1,1,5,4,4,1,4,2,5,4,5,1,5,4,1,2,1,4,4,4,4,5,2,5,1,4,5,4,2,5,4,2,3,3,2,4,4,4,4,3,2,3,2,3,3,1,4,4,1,4,2,2,2,4,2,2,4,4,2,2,2,2,3,2,4,3,4,4,2,3,3,3,2,1,5,2,5,1,2,4,2,5,2,2,1,1,2,1,5,1,2,4,4,4,5,4,1,5,5,5,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,de,Assist. / Junior Professor
3172,DE-01,interview,45644.465856481482,3,1,38,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,1,2,1,1,NA,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,Spanien,119,30,20,0,3,1,0,0,0,6,0,4,5,5,6,6,3,3,3,4,4,4,3,4,3,3,2,3,3,3,3,3,3,3,2,2,4,4,3,3,2,3,4,2,4,3,4,3,3,2,3,2,4,2,4,1,1,4,2,1,3,1,4,4,1,3,1,4,5,3,4,5,1,4,5,5,1,4,4,2,4,1,4,4,4,4,4,2,4,1,4,5,4,4,5,4,3,3,3,4,3,3,4,4,2,2,3,3,3,4,2,3,2,1,2,1,1,5,2,1,4,4,4,4,4,4,4,4,1,4,1,4,3,3,3,4,2,2,1,5,4,4,2,2,2,1,4,4,2,NA,NA,2,4,NA,NA,4,4,4,NA,5,1,1,3,1,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,de,Full Professor
3173,DE-01,interview,45644.465891203705,3,1,48,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,2,technische Assistentin,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,keinStudium,1,NA,50,20,20,1,1,1,2,1,0,10,1,2,3,3,4,1,3,2,2,2,2,1,2,2,3,2,1,1,1,1,2,2,2,2,1,2,1,4,3,4,5,5,4,5,1,5,2,4,2,4,2,3,2,4,3,2,3,1,1,3,4,2,1,3,3,3,2,5,5,5,3,5,1,4,5,5,1,5,5,1,5,1,5,5,3,3,5,1,3,2,5,5,5,5,4,5,3,2,3,4,3,4,4,4,3,2,3,2,3,3,2,4,4,2,4,1,1,1,3,1,5,5,5,5,5,4,3,3,1,5,1,5,5,1,1,5,1,1,3,4,5,3,4,3,3,2,5,4,4,NA,NA,3,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,de,Full Professor
3174,DE-01,interview,45644.467002314814,3,1,43,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,1,1,1,2,Gruppenleiterin,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,NA,1,NA,3,3,4,0,3,2,0,0,0,10,3,2,2,3,4,2,2,2,2,3,2,1,1,2,2,2,2,3,2,2,2,2,2,2,1,2,1,1,4,1,2,1,1,3,2,4,1,3,3,3,2,3,3,3,1,1,3,2,3,2,4,3,2,4,1,2,2,4,3,1,3,5,1,5,3,3,1,4,5,1,5,1,4,5,1,5,5,1,3,1,5,5,4,3,4,4,2,2,3,3,4,4,4,4,1,1,4,2,4,4,1,5,5,5,5,1,1,1,3,1,5,5,5,5,5,5,5,5,1,5,1,5,3,1,2,5,3,1,1,4,1,5,1,5,3,3,5,4,2,4,5,2,5,5,3,5,1,5,5,5,2,1,5,5,5,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,de,Full Professor
3181,DE-01,interview,45644.468518518515,3,1,37,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,2,1,1,1,NA,2,3,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,NA,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,8,150,200,0,3,3,0,0,0,5,0,2,4,2,6,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,4,5,4,4,3,5,5,1,5,4,4,2,3,4,4,3,2,1,2,1,2,2,1,4,3,2,4,3,2,1,4,5,4,3,5,1,4,5,5,1,4,5,1,5,1,5,5,4,4,5,2,3,1,5,5,4,4,5,5,2,3,4,3,3,3,4,4,3,2,3,2,3,4,2,5,5,2,5,1,1,1,2,1,4,4,5,4,5,5,3,5,2,5,1,5,4,1,2,4,2,1,2,5,4,4,1,3,2,2,5,4,5,2,3,3,2,1,1,1,2,2,2,2,3,1,4,4,5,3,1,2,3,1,2,2,0,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,0,1,1,1,1,de,Full Professor
3182,DE-01,interview,45644.469050925924,3,1,47,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,1,2,1,2,1,1,1,1,1,1,NA,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,8,4,25,2,1,4,0,0,0,15,1,3,3,3,3,4,2,2,2,2,3,1,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,4,4,4,3,4,4,2,2,4,4,4,1,3,3,4,2,3,2,3,4,1,2,3,3,2,2,4,3,1,1,5,3,4,4,4,1,5,4,4,3,5,5,2,4,1,5,4,4,4,4,2,4,1,4,4,5,5,4,4,3,3,3,3,4,3,4,4,3,2,3,2,4,4,2,4,4,4,4,2,4,5,2,2,3,4,3,4,4,3,4,3,2,4,1,5,5,1,1,3,2,1,2,5,2,4,2,1,4,3,5,3,2,2,2,4,4,NA,NA,2,2,4,3,3,4,2,2,2,3,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,de,Assist. / Junior Professor
3183,DE-01,interview,45644.469386574077,3,1,40,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,2,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"Geowissenschaften, Umweltwissenschaften",3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Geowissenschaften,1,NA,2,4,2,0,2,1,0,0,0,20,2,4,2,3,2,2,1,2,3,2,3,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,4,5,5,4,5,4,4,2,5,2,5,1,3,3,4,3,3,2,3,3,2,2,1,3,3,2,3,3,2,1,5,5,4,2,4,2,5,3,5,1,4,5,1,4,1,5,4,3,5,5,2,4,1,5,5,5,4,5,3,3,4,4,4,4,4,4,4,2,2,4,2,3,4,1,4,2,4,4,1,1,1,1,1,4,4,4,4,3,2,2,3,1,5,2,4,4,2,2,4,2,2,3,4,4,4,2,1,2,3,5,4,3,4,4,2,4,1,1,1,1,1,1,3,2,1,3,4,4,2,1,1,3,1,1,0,0,1,2,1,1,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,de,Full Professor
3186,DE-01,interview,45644.473449074074,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,de,Other
3187,DE-01,interview,45644.473692129628,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,de,Other
3188,DE-01,interview,45644.473715277774,3,1,37,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,NA,8,4,4,0,3,2,0,2,0,1,0,3,5,5,3,4,1,2,3,2,2,2,2,2,3,2,2,2,2,1,2,1,2,2,4,2,1,4,4,4,4,3,4,2,4,2,4,2,4,3,3,2,3,2,3,2,2,3,2,1,2,2,2,2,2,2,2,4,4,4,3,4,1,4,3,4,1,3,4,1,4,2,4,3,2,4,4,2,4,2,4,4,4,4,4,2,3,3,2,3,NA,NA,3,3,2,2,2,2,3,3,2,4,4,4,4,2,3,2,3,3,3,4,4,3,4,3,3,3,2,4,3,4,4,2,2,4,2,2,2,5,5,4,2,1,4,3,5,2,3,2,2,2,4,1,1,2,2,1,2,4,4,2,3,NA,4,3,NA,3,3,1,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,de,Full Professor
3190,DE-01,interview,45644.474803240744,3,1,39,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,2,1,1,NA,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,0,0,0,1,1,1,0,0,0,1,0,3,3,4,4,2,1,2,1,1,2,2,1,1,2,2,3,3,1,1,1,1,1,1,1,1,1,4,3,5,4,4,4,4,2,4,2,4,2,4,2,4,4,4,3,3,4,3,1,2,3,4,4,3,4,2,1,5,4,2,3,5,1,5,4,5,2,5,5,1,5,1,5,5,3,5,5,2,4,1,5,5,5,5,5,4,3,2,3,4,2,1,4,2,3,2,4,3,4,4,1,4,5,4,5,1,1,1,1,1,1,5,5,4,4,5,5,4,2,5,1,5,3,2,2,1,2,1,1,5,1,4,1,1,3,1,5,5,4,1,1,3,2,1,1,1,1,1,2,1,NA,NA,4,4,5,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,de,Full Professor
3193,DE-01,interview,45644.475543981483,3,1,59,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,1,2,1,2,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,NA,30,30,50,5,2,3,4,0,0,0,3,2,2,1,2,1,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,4,5,4,4,4,3,5,2,5,2,5,2,4,3,3,3,4,3,3,4,2,1,2,4,3,3,4,4,1,1,5,5,4,3,4,1,5,2,5,1,5,5,1,5,1,5,4,4,5,5,2,4,1,5,5,5,5,5,3,3,4,4,4,NA,4,4,4,3,2,4,3,NA,4,1,5,5,4,4,2,1,2,3,1,3,3,4,4,3,3,2,3,2,3,3,5,4,2,2,3,3,3,1,5,4,5,1,1,1,1,5,5,4,2,NA,4,NA,1,3,1,1,1,1,2,3,1,5,NA,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,de,Assist. / Junior Professor
3196,DE-01,interview,45644.476724537039,3,1,44,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,2,wissenschaftliche Mitarbeiterin,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,360,0,50,0,0,0,0,0,0,1,1,3,3,3,3,3,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2,1,5,5,5,5,4,4,4,3,4,3,4,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,3,2,2,2,4,4,3,4,4,1,5,4,4,1,4,5,1,5,1,4,4,3,4,5,2,4,1,5,5,5,4,5,4,3,4,3,4,4,4,4,4,2,2,3,2,4,4,1,4,4,4,4,2,1,1,2,1,3,4,4,4,4,4,4,4,1,5,1,5,4,1,2,5,3,1,1,4,2,4,2,2,3,2,5,4,NA,NA,NA,NA,4,2,1,1,1,1,2,2,2,1,3,3,3,3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,de,Full Professor
3197,DE-01,interview,45644.477071759262,3,1,47,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,NA,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,14,4,2,3,4,2,0,0,0,0,4,5,5,5,5,3,4,3,2,3,2,3,4,2,4,4,4,1,4,4,1,4,4,2,4,2,1,2,4,5,1,2,5,2,4,2,5,2,2,4,3,4,3,2,1,1,3,3,2,3,4,3,4,3,4,1,5,3,3,2,5,1,5,3,4,1,4,5,1,5,1,5,4,3,4,4,2,4,1,5,5,4,4,5,3,2,2,3,4,3,4,3,3,2,3,4,4,4,4,1,1,4,1,1,1,1,1,4,1,2,5,5,5,5,5,5,5,2,5,1,5,3,1,1,5,3,1,1,4,2,4,2,5,3,5,4,4,4,2,5,1,5,4,NA,1,4,5,3,5,3,1,4,4,5,4,1,2,2,1,1,1,0,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,0,1,1,1,1,de,Full Professor
