CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,U104,U105,U202_01,U203,U204,U204_01,U204_02,U204_03,U204_04,U204_05,U204_06,U204_07,U205,U205_01,U205_02,U205_03,U205_04,U205_05,U205_06,U205_07,U205_08,U205_09,U205_10,U206,U207,U208,U208_02,U208_03,U208_04,U208_05,U208_07,U208_08,U208_09,U208_10,U208_11,U208_12,U208_13,U208_14,U208_15,U208_16,U208_16a,U209,U210,U210_01,U210_02,U210_03,U210_04,U210_05,U210_06,U210_07,U210_08,U210_09,U210_10,U210_11,U210_12,U210_13,U210_16,U210_15,U210_14,U210_14a,U211,U212,U212_01,U212_02,U212_03,U212_04,U212_05,U212_06,U212_07,U212_08,U212_09,U212_10,U212_11,U212_12,U212_13,U212_14,U212_14a,U213,U213_02,U302_01,U302_02,U302_03,U303_01,U303_02,U303_03,U303_04,U303_05,U303_06,U304_01,U305_01,U402_01,U402_02,U402_03,U402_04,U402_05,U403_01,U403_02,U403_03,U403_04,U403_05,U403_06,U403_07,U403_08,U403_09,U403_10,U403_11,U403_12,U404_03,U404_04,U404_05,U404_06,U404_07,U405_01,U405_02,U405_03,U405_04,U502_01,U502_02,U502_03,U502_04,U502_05,U502_06,U503_01,U503_02,U503_03,U503_04,U503_05,U503_06,U504_01,U504_02,U504_03,U504_04,U504_05,U504_06,U504_07,U504_08,U504_09,U504_10,U504_11,U504_12,U504_13,U504_14,U504_15,U504_16,U504_17,U504_18,U602_01,U602_02,U602_03,U602_04,U602_05,U602_06,U602_07,U602_08,U602_09,U602_10,U602_11,U602_12,U602_13,U602_14,U602_15,U602_16,U603_01,U603_02,U603_03,U603_04,U603_05,U603_06,U603_07,U603_08,U603_09,U603_10,U603_11,U603_12,U603_14,U603_16,U603_17,U604_01,U604_02,U604_03,U604_04,U604_05,U604_06,U604_07,U604_08,U605_01,U605_02,U605_03,U605_04,U606,U607_01,U607_02,U607_03,U607_04,U607_05,U607_06,U607_07,U607_08,U607_09,U702_01,U702_02,U702_03,U702_04,U702_05,U702_06,U702_07,U702_08,U702_09,U702_10,U703_01,U703_02,U703_03,U703_04,U703_05,U703_06,U703_07,U703_08,U703_09,U703_10,U703_11,U703_12,U704_01,U704_02,U704_03,U704_04,U704_05,U704_06,U704_07,U704_08,U704_09,U705,U706_01_CN,U706_01_1,U706_01_2,U706_01_3,U706_01_4,U706_02_CN,U706_02_1,U706_02_2,U706_02_3,U706_02_4,U706_03_CN,U706_03_1,U706_03_2,U706_03_3,U706_03_4,U706_04_CN,U706_04_1,U706_04_2,U706_04_3,U706_04_4,U706_05_CN,U706_05_1,U706_05_2,U706_05_3,U706_05_4,U706_06_CN,U706_06_1,U706_06_2,U706_06_3,U706_06_4,U706_07_CN,U706_07_1,U706_07_2,U706_07_3,U706_07_4,U706_08_CN,U706_08_1,U706_08_2,U706_08_3,U706_08_4,U706_09_CN,U706_09_1,U706_09_2,U706_09_3,U706_09_4,U708_01,U710_01,U710_02,U710_03,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
1195,NA,NA,US-01,interview,45617.723726851851,1,1,48,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,1,NA,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,1,NA,18,0,3,25,0,0,0,0,1,10,5,2,2,3,5,4,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,4,4,5,2,4,4,2,4,2,4,2,4,3,2,2,4,4,2,2,3,4,4,2,4,4,4,5,4,4,3,5,5,5,5,5,3,1,1,1,5,5,5,5,5,5,5,2,3,4,3,3,3,4,4,2,2,3,4,1,4,1,5,5,5,5,1,1,1,3,4,4,1,2,2,5,5,5,5,1,1,5,2,2,3,5,5,5,2,1,4,2,5,4,2,4,1,1,4,1,1,4,1,1,3,4,5,1,1,3,-1,4,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25,45,76,77,282,82,51,121,30,120,120,54,128,47,6,NA,2,NA,NA,1281,NA,45617.738553240742,1,0,18,18,0,0,0.94
1197,NA,NA,US-01,interview,45617.72383101852,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,45617.724050925928,1,0,1,1,0,0,42370
1200,NA,NA,US-01,interview,45617.724374999998,1,1,38,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,NA,1,1,NA,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,1,NA,3,3,0,5,0,8,0,0,0,5,1,3,4,4,4,2,2,2,2,2,3,1,2,2,2,2,1,2,3,2,2,2,3,3,1,2,1,4,5,5,5,5,5,4,2,4,2,3,2,4,4,3,3,4,4,3,2,3,2,3,4,4,2,4,4,3,2,5,5,5,4,4,3,1,1,1,4,5,4,4,4,4,4,3,3,2,4,4,4,4,4,3,2,4,4,1,3,2,4,4,4,4,1,1,1,1,5,5,5,5,2,4,2,4,4,2,2,4,2,2,3,3,2,2,3,2,2,2,5,4,4,1,1,5,2,2,2,1,4,4,2,2,3,2,1,2,5,3,-1,4,2,1,3,2,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,0,1,1,1,1,NA,2,2,0,9,21,54,53,62,127,39,22,72,27,36,66,46,52,26,4,44,3,NA,NA,763,NA,45617.733206018522,1,0,18,18,1,0,15707
1201,NA,NA,US-01,interview,45617.72446759259,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,45617.725023148145,1,0,1,1,0,0,0.46
1204,NA,NA,US-01,interview,45617.724965277775,1,1,32,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,Mechanical Engineering,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,Mechanical Engineering,1,NA,4,4,NA,25,0,8,0,0,0,4,0,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,5,5,4,4,5,5,3,2,3,2,4,3,3,2,4,4,4,2,4,3,2,2,4,4,4,2,4,4,2,2,5,5,5,5,5,5,1,1,1,4,4,4,5,5,5,4,3,3,3,3,-9,4,4,4,4,2,4,4,1,4,1,4,5,5,5,1,1,1,3,4,4,5,4,2,5,1,5,4,1,1,4,2,1,2,4,3,4,2,2,4,2,4,4,4,1,1,5,2,1,1,1,2,1,3,1,3,3,3,3,5,2,1,3,3,1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,0,1,1,1,1,NA,2,1,0,78,33,86,223,73,294,64,49,118,39,139,77,34,60,31,3,61,338,NA,NA,1465,NA,45617.745798611111,1,0,18,18,2,1,0.87
1205,NA,NA,US-01,interview,45617.725104166668,1,1,39,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,NA,1,1,NA,1,3,2,1,1,1,1,1,2,1,1,1,2,1,1,1,NA,1,NA,0,0,0,1,1,3,1,0,0,10,0,4,4,3,4,2,2,2,3,3,3,2,2,3,2,2,1,3,2,3,2,3,2,2,2,1,1,4,2,3,2,2,2,4,2,3,2,4,3,4,4,5,4,4,3,2,4,2,2,3,3,3,4,4,4,2,2,5,5,5,5,5,4,1,1,1,5,5,5,5,5,5,5,3,4,3,2,3,3,4,4,3,2,4,3,1,4,3,4,5,5,5,1,1,1,2,4,5,4,5,2,5,5,5,3,1,2,4,2,2,2,3,3,4,4,3,2,2,4,4,4,2,-1,4,2,2,3,2,2,3,3,4,-1,1,4,4,4,1,-1,-1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,NA,2,1,0,11,14,60,100,47,170,63,32,103,29,77,2151,32,84,36,4,58,2,NA,NA,1014,NA,45617.760671296295,1,0,18,18,1,0,41640
1209,NA,NA,US-01,interview,45617.725844907407,1,1,39,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,Mechanical Engineering,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,1,NA,6,3,0,0,2,3,0,0,3,2,2,3,5,3,4,2,3,2,4,3,4,2,3,2,1,1,1,2,2,2,1,2,1,2,2,1,1,5,5,5,5,5,5,3,2,2,2,2,4,4,5,4,4,3,2,1,3,1,3,1,4,3,3,4,3,2,2,4,4,5,2,3,4,1,1,1,5,3,2,5,5,5,5,3,3,2,2,2,2,3,3,3,2,4,4,2,3,3,3,3,4,4,1,1,1,1,5,5,5,5,2,5,1,5,5,1,1,3,3,2,2,4,3,4,1,2,2,2,4,4,4,2,2,4,3,3,2,1,1,2,3,1,3,2,5,5,5,4,1,3,5,1,4,2,2,2,2,4,2,2,2,2,3,2,2,2,1,1,1,1,2,1,3,2,2,2,1,3,2,2,2,1,4,2,2,2,2,1,2,1,1,1,0,1,1,1,1,NA,5,3,0,11,16,73,128,64,126,49,36,81,38,47,112,33,66,27,6,94,7,NA,NA,1014,NA,45617.737581018519,1,0,18,18,1,0,45658
1213,NA,NA,US-01,interview,45617.7262962963,1,1,40,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,NA,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,1,NA,0,3,10,0,0,3,1,0,0,10,0,2,2,3,2,2,2,1,2,2,3,2,2,2,3,2,2,2,4,1,1,2,1,1,1,1,1,2,2,2,2,2,2,5,2,4,2,3,1,1,1,5,1,3,1,3,4,1,4,3,5,2,1,5,1,3,4,5,5,5,5,5,2,1,1,1,4,5,4,5,5,5,5,3,3,4,4,3,1,4,4,2,2,4,4,1,2,2,4,4,4,4,1,1,1,1,4,4,4,4,2,5,1,5,4,1,2,5,3,1,1,5,5,5,1,1,1,1,5,5,4,2,2,5,2,1,1,3,1,1,1,1,5,4,4,4,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,NA,1,1,0,36,14,62,68,97,206,88,33,92,26,68,114,22,64,31,4,37,3,NA,NA,1065,NA,45617.738622685189,1,0,18,18,1,0,41275
1219,NA,NA,US-01,interview,45617.727800925924,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,45617.728067129632,1,0,1,1,0,0,0.96
1223,NA,NA,US-01,interview,45617.729629629626,1,1,56,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,NA,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,Computer Science,1,NA,NA,NA,NA,8,1,2,0,0,0,12,20,2,3,3,3,2,2,3,2,2,3,3,2,3,2,2,1,3,2,2,2,2,3,2,2,2,1,4,4,5,5,4,5,4,2,3,3,3,4,4,5,4,5,4,4,3,3,2,3,3,4,4,4,4,4,3,1,5,5,5,5,5,3,1,1,1,4,4,5,5,5,5,4,3,3,2,3,-9,3,4,4,3,3,4,4,1,3,3,5,5,5,5,1,1,1,2,5,5,5,5,2,5,5,5,1,1,1,1,1,1,1,4,3,2,2,3,2,3,4,4,-1,-1,-1,3,3,3,3,3,4,3,4,3,2,3,2,3,3,-1,-1,-1,4,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,NA,2,1,NA,40,19,82,176,92,166,66,45,133,51,62,69,62,61,40,4,43,2,NA,NA,1213,NA,45617.743668981479,1,0,18,18,4,3,0.98
1227,NA,NA,US-01,interview,45617.730937499997,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,45617.731030092589,1,0,1,1,0,0,27426
1229,NA,NA,US-01,interview,45617.731400462966,1,1,50,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,1,1,NA,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,1,NA,6,3,150,5,5,10,1,2,2,20,3,1,1,1,1,1,4,1,4,4,1,1,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,5,1,5,5,5,3,5,1,5,5,1,3,3,5,5,3,5,5,1,3,5,5,5,4,5,5,1,1,1,1,5,5,5,4,4,4,3,3,3,3,2,2,3,3,1,2,2,4,1,3,3,5,4,4,4,4,1,1,1,4,4,3,4,2,5,1,5,5,1,1,5,1,1,1,5,5,5,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,24,43,85,138,401,124,50,114,38,116,173,54,82,77,9,NA,46,NA,NA,1545,NA,45617.749780092592,1,0,18,18,0,0,0.76
1232,NA,NA,US-01,interview,45617.732256944444,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,45617.732627314814,1,0,1,1,0,0,0.69
1234,NA,NA,US-01,interview,45617.73269675926,1,1,40,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,1,1,NA,3,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,2,UK,NA,NA,NA,3,2,2,1,1,NA,32,2,5,5,5,6,6,2,2,2,3,3,3,2,2,3,3,2,2,4,4,4,4,2,4,4,4,4,3,5,5,2,3,5,4,4,1,3,3,3,3,5,4,3,3,5,1,3,5,4,1,5,3,3,3,5,4,4,5,5,5,5,5,3,1,1,1,5,5,5,5,5,5,5,3,4,2,3,4,3,3,3,2,3,4,4,2,4,2,5,5,5,5,1,1,1,1,5,5,5,5,2,4,1,5,4,2,2,5,3,3,5,2,2,1,4,4,5,5,3,1,3,4,5,1,5,-1,5,2,3,5,3,5,-1,1,2,2,3,-1,-1,-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13,59,75,55,150,41,30,82,19,42,68,23,69,39,5,NA,4,NA,NA,778,NA,45617.741701388892,1,0,18,18,2,2,45748
1235,NA,NA,US-01,interview,45617.733078703706,1,1,48,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Linguistics,1,NA,0,36,120,3,5,1,0,0,0,40,3,5,6,6,6,5,1,4,1,1,4,4,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,5,5,3,1,3,5,1,1,1,5,1,1,3,5,4,5,5,5,1,2,5,4,1,3,5,5,3,1,5,3,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,1,4,4,1,4,1,5,5,5,5,1,1,1,1,5,5,5,5,2,5,1,5,5,1,1,5,1,1,2,2,1,3,1,5,2,4,2,4,4,4,4,3,4,1,1,4,3,5,5,5,4,2,3,3,5,5,1,4,4,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,0,1,1,1,1,NA,1,0,0,15,18,56,101,56,134,56,24,89,25,62,137,48,70,162,6,45,3,NA,NA,1107,NA,45617.74590277778,1,0,18,18,2,1,45901
1237,NA,NA,US-01,interview,45617.73337962963,1,1,40,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,1,1,NA,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,NA,7,2,0,3,0,2,1,0,0,10,2,4,5,5,4,3,2,3,3,2,3,2,2,2,3,1,3,2,2,4,1,2,2,2,2,3,3,5,5,3,4,2,5,3,2,3,4,2,3,5,3,4,5,5,4,1,1,3,2,1,3,3,4,1,5,3,1,5,5,5,4,4,4,1,1,1,3,5,4,4,3,4,3,3,3,4,3,4,1,4,2,2,3,4,4,1,3,2,4,4,5,5,1,1,1,1,4,5,5,5,2,5,2,5,3,1,2,4,3,2,1,4,2,5,1,3,3,2,3,4,5,1,1,2,1,1,1,1,1,4,4,5,1,3,3,4,5,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,0,1,1,1,1,NA,2,0,0,20,22,53,147,77,187,51,35,83,60,52,78,35,67,31,4,40,4,NA,NA,1046,NA,45617.745486111111,1,0,18,18,2,0,45870
